"target","prediction","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51"
"58",2,0,3.37501125116268,-2.04543278440722,-4.65070728090937,-0.38098992882537,2.59241202933072,1.99156865904733,-1.86080445589536,1.60074171896445,1.18376743989483,0.408158537066137,-4.62764657020462,-0.158538243506488,1.18129163245505,0.829664225731511,-1.64213553386634,1.2683571675801,-2.32733276486123,-0.122862048361079,-0.0713308014084954,-0.771816944653996,0.0443096801680778,1.29053108233531,0.465174900445591,0.905229380159426,-1.36797652909336,-0.918205695034933,-1.49816668752429,0.21284005004972,0.311383239207832,0.515229934099184,-0.195514649840598,-0.465722319005752,-0.940713771940221,0.771307159175647,-1.35270275890192,-0.681171562005487,0.305690501998761,1.67472479941967,0.5855681711675,0.759283172344353,-0.0260581012777164,-1.26039280293677,-0.0692795390052005,-0.343969350829791,1.18633802503595,0.789278462192866,-0.562416812977972,0.74981697548437,-0.614441200118202,0.728651054914493
"63",2,0,7.25574679120049,-2.22724774851958,-1.54236897467668,-1.1530020335038,0.959029948699412,3.32765167855974,5.1396288952222,1.2421771509691,3.15384597062988,1.85345435313633,-0.415750974769947,0.333824542287207,-0.614503522526575,0.860617805186493,-0.258896901779622,0.882028138995586,-0.196284238391527,0.0936910046131305,-0.0608821448434868,-1.53110841857127,-1.61929877091977,-0.280873418854993,-0.0786413864247906,0.46196754299657,0.923479954230773,0.666972037473918,0.155358027187524,-0.931514955636798,0.13065328476758,-1.36621971562411,1.18664454969978,-0.0072061643437877,0.354399813351124,-1.08649705185726,-1.10818234018851,-0.0923756296172704,-0.113807599760442,0.581338389462358,0.936460644349421,-0.152891289574951,-0.703136836866792,0.453252356620692,0.40681415229714,0.25436648524914,0.183415775223979,0.855852335988777,-1.22979554362032,-0.668561556242979,-0.279753055551481,0.0264831443529359
"67",2,0,2.26266904759536,-3.51432126399884,-6.18510439287769,-1.36792859776513,-1.08519815229211,0.148753134301998,2.74307635589802,2.42505078147929,-2.07360509334021,-1.73644283988605,-0.481323890905397,0.117371532133471,-0.0813907403260121,-0.646507857215463,0.0192930463905368,1.83647666987333,-0.306782518414627,-1.67786906364393,-3.0695196471979,0.23694713629451,0.188749091308193,-1.33232048392148,0.559012510077383,-0.333662309361699,0.120808732811261,1.99126961508478,0.646968880310064,0.0138736872082729,-0.364118694833583,-0.34339879059355,0.785615574751581,-0.423813698480171,0.779274058378498,-1.40174979573151,-0.488406336126146,0.289988237769007,1.19153415573329,-0.507278768597813,0.153095560499103,0.380534996551751,-0.353695642028704,0.772502064995919,-0.697241171040062,1.55355774137156,-0.347869774570059,0.363571193287816,0.496393794449043,-0.598465218400068,0.0362507055272869,-0.978634806486584
"68",2,0,6.60601387388904,-0.353025457106827,2.96798908269841,-1.05550329965618,0.14132662689504,-0.892131208654889,2.73566697209775,1.36589357871309,1.65645558448788,-1.43554139466831,1.41444843034103,-3.21428767754303,-1.72103729361683,2.05211136115102,-2.27235214807598,-0.47684707876949,0.823497141946628,-1.95988420871581,0.0273757622858857,1.34897551878012,0.499522697796065,0.990815758587948,-0.932958732291294,3.82791682078558,-0.65704732339986,-0.0231307691737196,-1.23076983048099,0.39210765661549,0.496916010936719,1.23107789380595,1.50464659492887,0.223548824652892,0.431418484111308,0.242575849595071,0.801297430405916,0.206458091018531,0.0516131849516891,-0.783656947407637,0.4695159422283,-0.584988261544237,-0.228200128529363,0.166209751126159,1.77203558366358,-0.377950412076195,-0.814598906374223,-1.39859415864126,-0.940312045518746,1.38416470033399,-0.25578854784221,-0.263709657628472
"71",1,0,-4.32630124751016,2.75779168231698,-0.551230191581206,-0.20188407286786,0.422837116795382,0.032373794675931,-0.56415558936744,0.0175545056339967,-0.304193796753701,-0.0619070724594467,-0.182664276898394,-0.582356719630425,-0.408953934606684,0.595599376428271,0.423075399254796,-0.0891037441841066,0.77249581474531,-0.194708715324216,0.0245661911219329,-0.127469602602357,-0.705559893435297,-0.238983700639323,-0.914292956790019,-0.0785565004445781,-0.294496003185726,0.315581968186213,0.256772073439276,-0.380551784288212,0.111476659387809,0.723362315990187,-0.204845969004436,-0.164879162008819,0.102402904601613,0.266507156191764,0.127649114093388,-0.392094915151512,0.206111395521802,0.387373062800857,-0.0908974920377024,-0.509883874299959,-0.0795827031815376,-0.0602702493437808,-0.212897863613248,0.0177325759614973,-0.0123787280081759,0.238240795404677,-0.258815457340965,-0.316876098702478,-0.000568837646426008,-0.0198409367894408
"72",2,0,5.58291802243515,5.78383516962929,2.85748364253576,0.912567509906016,-4.06512922941268,3.14714762252233,-0.830734668685343,0.97305494045326,-0.811363250904322,-1.18717580118331,-2.40149307970976,1.6513509985092,0.822551917959033,1.52798174022071,0.699320698978358,0.643128935984147,-0.380483191324679,-1.17630477836168,-1.63919905380036,-1.08412101901401,-0.724563183528159,-0.0221156036460009,-0.282272059822304,1.66882721964168,0.877285359403463,-1.13319803246295,0.254996426003178,-0.142273737001989,-0.674114524776667,-0.0864975065297075,-0.118335533528089,0.172084631887045,1.07604559879867,0.214846629924796,-0.227292940584931,-0.801417391848207,-0.472818582600438,-0.817720471418356,-0.264705234369024,-0.697124057081899,-1.11605116655186,0.844010838026225,0.129858497970605,0.242312935974773,-0.334527168234395,0.38387750610245,-0.574636391613382,-0.73042350393249,-0.629555862919769,0.324899969777546
"77",2,0,4.95748954206828,-1.46310395472139,4.0275072133598,0.924580287786371,1.80763003087644,-1.57681646050706,-0.53321547223178,3.20107233850531,1.98181900201845,1.97548013554501,0.270461870757316,-0.0468842487245492,1.73074805940388,2.42143335668482,-0.58293894368221,-0.626653540872529,-0.398329105245072,-1.98467016519685,-0.244314869029272,1.23927404720856,0.482271955941664,-0.372409831875775,-0.137688603151864,-0.599819180023148,-2.62420962205732,-0.0818435771139597,0.379452223852338,-1.1201539802526,-2.16135119303902,0.00775727444187762,0.259298667591887,0.124553286974673,0.133791514615062,0.193307313069828,-1.04415556478535,1.42437514491899,-0.292069766872492,0.42900496827239,-0.42896775388202,0.855543389072581,1.07290320406013,-0.0481994035357385,-0.0618702743031074,0.962022246752162,0.752415552003662,0.718806479703966,0.4529504646605,-1.7354656229429,0.0451683036778856,-0.572729727600447
"79",2,0,1.1133789082281,-5.89556039904289,-3.48507837634722,-0.448075281633446,0.15197660033648,-0.178473264259719,-3.60081398681897,1.58953617629254,1.03897416982274,-1.41718863369617,0.649932567068697,-0.951468886544763,0.484239353262785,-0.21563809793518,0.545849045864149,-0.451356280162265,0.696130213993944,0.251535232430508,-2.38363328649463,-0.63715260671081,-1.24695934725168,1.28109198655452,0.750785186677455,0.116513892568056,0.113394447611345,-0.00483478923090326,0.263840515599782,0.328645844962535,-0.411514566018151,0.707169151141448,-0.145067757149682,-0.238838023060593,-1.04830276401017,-0.81565584994528,0.656577167593884,-0.416995925840894,0.258463337159279,-0.0508203714607895,0.046525056615637,-0.0997359516830492,0.0771447557463323,-0.450995919510018,-0.599677774869362,0.099066510425047,-0.837952512644662,0.267648662190104,1.02633923890354,-0.12592105859306,0.501376292982968,-0.738982760374977
"80",2,0,5.07702281944637,0.076310320507694,5.07288923583883,0.899008925672102,-4.07882190784457,0.585919218763064,-2.73634446759544,0.0791271983845402,-4.06923023660234,0.279040571813393,-2.17166735533814,0.170849924030281,-0.127419269533079,1.9157295208952,2.77539516294529,-0.252404935660348,0.974804644101999,1.42866026436485,-2.01716393751078,1.46586386061632,-0.000705602273293108,0.770955185500259,0.29380777745538,-1.86737311204289,0.829272710100946,0.324444610022987,-1.30510268291004,-1.67159198949276,-0.807258517167865,0.643778626868917,2.00259919847768,-0.467065065519236,-0.963003716513026,0.752329558943961,1.79784394128888,0.505392874872381,0.247822410198711,-0.853485790368012,0.412997996118968,-1.5708655411601,0.00686576349079257,-0.785225027104389,1.11246918004099,0.356247017705331,-0.243944119190468,-0.521261015489123,-0.972173770437004,0.809262622612256,0.640767404892227,0.502826954067945
"83",1,0,-4.7750100518599,0.285839623696891,-0.239179383810031,0.238034033252406,0.358190244182263,0.0787351135929008,0.425668560266668,-0.5928270028516,-0.160650069952091,-0.0907630396453069,0.191842230019046,0.153768327778438,-0.00338880499194508,-0.458832509668338,-0.264354684754369,0.126172190467568,-0.227143489854482,-0.171361814765536,0.0914765729045099,0.140244555135303,0.0135141239088491,-0.0388862508579766,0.301642300252061,0.199502580245589,0.240979720239683,-0.0570574017838152,-0.277461867997564,0.249532041462424,-0.217778971371758,-0.288331153680315,0.00275486355840127,0.116766571784059,-0.215078905155258,-0.145421598592204,-0.112909854779471,0.115662477915893,-0.313392802552364,-0.265351608471213,0.132816099168089,0.274993348203875,-0.343249437967795,-0.0440145915678808,-0.0288370495222852,0.0178470123931211,-0.124103987572325,-0.418609108316037,0.133184098716319,0.242672222169611,-0.0724125697670591,-0.238686422438441
"93",1,0,-5.05698024018443,-0.591220692283926,0.462840447762153,0.0767006121121065,-0.142128460420611,-0.0246009914252363,0.745466663604435,-0.919894878599645,-0.165437739272278,-0.00678395006286596,0.550330895873443,0.504352922117257,0.0580075477585395,-0.366449915742202,-0.230013474890418,-0.176108483691453,-0.466897903998143,-0.784602789699046,-0.0515572486014227,-0.00109150444189142,0.293042704245483,0.248207180684396,-0.0373781021187348,-0.263361282760344,0.146353409997722,-0.154029742654242,-0.11626582970095,0.149246304044866,-0.137465652496916,-0.181233897503989,0.000499819324893264,0.192693517464512,0.149418406192209,-0.124124295300405,0.0148572947713325,0.0356332251880829,-0.021418388754218,-0.135186667123084,0.264817916552752,0.163857076978976,-0.132916882361652,-0.116749644709923,0.131244564801806,-0.0228692267396669,0.0401295709050795,-0.273730502917274,0.148570785210795,0.17289865306924,-0.00819753161137082,0.0461003876615594
"113",1,0,-4.57834443170591,-0.64720393421613,0.543647051920995,-0.724123127511729,-0.354856598923065,-0.0953638525930034,0.679932699243097,-0.40577967990027,-0.772667083712707,0.617286997652146,0.39680573300268,0.600345856006121,0.23333250115263,-0.202167331912692,-0.0849967766349851,0.568156254576764,0.57149577437164,0.161870584124033,-0.344577785956196,0.398500818154586,-0.251728035548026,-0.354358975897624,0.064742060661644,0.579867498951688,-0.0704495630918641,-0.284123183607446,-0.114337136953618,0.198522559890647,0.0853841218653864,-0.529539375468599,-0.16605607376938,-0.0624734281778716,-0.145085742174283,-0.248264773899772,-0.0124023923166354,0.0132380403899537,-0.132433844102994,0.282795493303288,-0.0842209360508796,0.318136789953725,-0.389259170790856,-0.176313964503135,0.253303285615257,-0.15907575383092,0.0489192955107065,0.314738244499081,-0.0579388356089378,0.124071294811605,0.121729711205627,-0.142773628375299
"114",2,0,7.10779696881531,0.0445486206084747,-2.45595930989849,-0.201078612749652,-2.38341867110277,3.39578530809181,0.791165272207519,-2.02745436107542,2.8023008841656,2.39255979871982,-3.40000835402585,1.38844921711597,-0.317861809346657,1.00318815316972,2.17236560976437,0.766790846733389,-0.731411358105368,-0.0263785376904589,-1.83062319505246,-0.885496412976998,0.699912355587097,0.346400475341932,-0.59539430490337,1.83529242069222,0.301623072178644,0.770418944771898,1.35572929845825,0.492489436422674,-0.665570023058211,0.41675205522733,-2.34647748616497,-1.1129996036581,1.09983967719671,0.200012056803519,0.715138398228332,0.400323852200912,-1.49145320040162,-0.243351152567626,-0.799786227367341,-0.716736545406791,-0.287087866391375,-0.235154860698804,0.628506213918185,-1.25752206470919,-0.473713333300365,0.0338616876099062,-0.435890008381742,-0.0446886508003294,-1.3707975144157,0.785980496964818
"115",2,0,3.43369143972329,-0.380493501333368,-2.43118569463785,-3.56538435107413,-4.59010344137711,2.51939285293066,-1.53497935656989,-2.50415202688825,3.23481784088615,-0.212065264489602,0.815006761702903,-1.40057520664462,-2.27705913047802,1.26899484427921,0.710443173996508,1.37118404177883,-3.30630147300576,1.2884557081173,-1.09678174146518,-2.39471323057669,-0.000749374136982069,-1.71878988024048,-0.72243204861901,-0.685900152479811,0.970170152466986,-1.01500516432546,-2.88325819427258,0.77746278678669,0.768014617383438,1.92543332100668,0.662393945219611,1.50494212916387,-1.54320651652391,-0.440535389542846,-1.08385158076308,1.36339854721621,-1.29701513996356,-0.909507990478421,-0.222434459882545,0.298313901659441,0.328917346643438,-0.0368228514144759,0.0246979957301413,-0.93983763880578,0.925807537406387,0.275721371555767,0.830312156807929,-0.210017461304933,-1.14565087874916,-0.172646885099609
"122",2,0,8.85031584317044,-1.23717095648004,-4.36654765693126,-4.26434847427949,1.53166358823965,3.5017662252325,0.978335703802773,-3.63565977847418,-0.539110889479854,-1.36740345723066,0.670416440024719,0.0250374884202669,-0.561114907820617,0.028159228211605,-0.0557005773728867,2.29209082889581,0.521076539429487,-1.53026045338534,3.2279513560657,0.248265932099612,1.06191096350248,-1.63776200733238,-0.513039811584742,-1.20436100880487,2.33852565108267,-0.921011898219535,-0.874422386452622,1.16000279446727,-0.564060871540731,0.601617144341488,0.152309865864969,-0.185294768095015,-1.50651772535715,-1.01930471269609,-0.739745615572254,-1.20569779791679,2.31273521184002,-0.395807988267901,0.624806665738893,0.993974272316929,-1.0597289012916,-1.3458211606375,-1.21543214317057,-0.490376982246377,0.072069118031163,0.467371752584715,0.670823884851365,0.497716139504827,-1.15626137998336,-0.475079109699938
"125",1,0,-4.13558325822333,2.09510758761776,0.0328202140577357,0.618393031536895,0.859994932094384,0.228250832054529,-0.217878649484612,-0.161049526895564,0.205596349172089,-0.507067137082365,-0.158880987301726,-0.825652887052202,-0.325985404476145,0.294288276391604,0.0451552639866515,-0.368149788737819,0.469384901750548,-0.0440025141315514,0.0712283539046163,-0.5297173530767,-0.3649682101059,-0.217598566583444,-0.441508745769497,-0.0401846601780146,-0.703611265665343,0.510488786714243,0.0584405089392025,0.0108089064573908,0.104887206006229,0.590580993095603,-0.215893000143526,0.000598814311773896,0.155395384319512,-0.0430077927226346,0.430490107593327,-0.444539360629096,0.348617010254525,0.260417666884675,-0.312856452608705,-0.514641705737101,0.403315197526705,0.179958530457532,0.0697121918518514,0.349445018909961,0.117380327558969,0.220888139855393,-0.529915632763492,-0.166836331180739,-0.376448035196652,-0.120395220856346
"127",1,0,-4.72295012582667,0.988842590143003,0.429526730882934,-0.86627422564154,0.261580771263107,0.279645240121671,0.829558432645864,-0.612371697714196,-0.373006882042628,0.526410632623193,0.206275602890089,-0.0278928044170638,0.00590500211258142,-0.307981244246178,0.0623580871022951,-0.138037827462031,-0.0707424618410874,-0.307398162709034,-0.489482847793678,-0.0549138290164033,0.173770125369233,0.0929504931981103,-0.0424163743797731,-0.0547307944120429,-0.0895189695050004,0.0849038752177272,0.309174846303395,0.0340022772936403,0.265064025535171,-0.063091526377954,-0.0739713949259053,-0.372541089353092,0.151103921124582,0.124724075792101,-0.000727567172820489,0.371466941475444,0.256750741956432,0.399730577467754,0.220785962050007,-0.0936916423776337,0.0678909118130754,0.0138081960618932,0.191821360837681,0.0854940018010377,-0.0504638821377105,0.326454607705389,-0.10505232904179,-0.150879641779952,0.225917563772206,-0.162815761884421
"128",2,0,5.78271058772059,4.11204029549704,0.999718311153469,2.01364315928605,0.900137636979292,0.995653554313384,2.15507724199653,3.36008380994391,3.3562975247679,-0.252511181993518,-3.20292620899839,0.783591937975986,0.608184975064978,-0.125397175592021,-0.45428517079783,3.29798485653095,-1.28272745512593,-0.200355903718043,-0.271117027743068,1.43997837716304,0.417795447772903,2.1266276005857,0.249433853114008,-1.44676552109875,-1.14174541942604,-0.689172121565926,0.6550183662716,-1.45272131695912,0.499214736235268,0.419298128216064,-0.614909964103607,1.25649686808235,-1.16035223899715,-0.850340012011133,0.864262708260188,0.999525571009191,-0.266819893020561,1.20894769803511,-1.44520556438332,-1.09924976646028,-0.78047042047244,-0.84508491932354,-0.746318107850568,-0.706143727756647,0.546041608687651,-0.230520817137601,-0.302757883420744,0.522011235059949,1.15891437943519,-0.434320000908223
"130",1,0,-3.56023632004659,1.9473777975661,0.450516746382982,-3.07490241964108,-0.426004429603126,-1.24150190845621,0.683493649556304,1.17282210773831,-0.0487007805449682,1.3793202494674,0.228112513448996,0.321573613395591,-0.269647665872034,1.21878112165383,-0.259339598431035,1.03648419245756,1.34838670340921,0.984559431154117,-0.422039554635581,-0.695093394723442,-0.133316575534733,-0.831198959408005,-0.828930319833847,0.264919755176622,-0.617068961375888,0.916533349774984,0.0444491192451141,0.650796557631332,-0.508215982942045,0.180717472171873,-0.443152131222025,0.282196788391878,-0.0974418748181527,0.806157222203516,0.449824787679628,0.91346918187114,0.111823886530002,-0.0372517134350981,-0.929269801110834,-0.498131113131082,1.02005021092331,-0.0935130870136451,0.140633341418525,-0.111861941259668,0.702897743235143,-0.0685913681465839,-0.137449095580256,0.230413246856351,-0.30434331349888,0.191872701288228
"138",1,0,-4.1278722844306,2.32891312474873,-1.40162872394822,-2.93748425312173,-1.20865691665329,0.0181017515311296,-0.298322941223154,0.00787087037895881,0.0392588581108407,1.03175811196682,1.00073342311786,0.240000481136563,0.272055709096193,-0.704856612537727,0.431306981588895,-0.894037306916049,-0.802715403674839,-1.42255383921676,0.475530607134506,-0.121745434094431,-0.149812091985838,1.12562739358809,0.210694791248783,-0.454802518178167,0.831909301752147,-0.920455303864725,0.284076780774397,0.256631095651481,-0.475345123840879,-0.28232785890709,0.184899256176252,-0.336105436613982,-0.0610927697509634,0.141352841197338,-0.684986940934625,0.204520004579957,-0.439517581138248,0.116808562265688,-0.228362004071595,0.559952057029594,-0.774856524127445,-0.0457006091783501,0.0994730265487584,-0.360259418141834,-0.222751448541168,0.0266408326049442,0.325473356261554,0.0583187593151612,-0.194740585421902,-0.151084711960736
"145",1,0,-5.03888304192901,-0.044987589384539,0.584500729161475,0.119694807541972,-0.121678920015934,-0.27831587926701,0.537712292633857,-0.827626448114868,-0.0955195306967654,-0.0433374192424224,0.364544610257358,0.458847989101723,-0.0420190715198448,0.11507926330571,-0.125282939098745,-0.126895605968983,0.115705396770114,-0.618261212112068,0.0900702614341006,-0.00999136305461616,-0.151280641608119,-0.154397408885318,-0.46418184544334,-0.0101387651626895,0.148361532404478,0.09333573089466,-0.243419276440383,0.0657060004538802,-0.088748404947151,0.0510345491621248,0.00901777918457043,0.0559768132252065,0.208675154078719,0.101678585922067,-0.142257695046611,-0.108606919895315,-0.0777640247412078,0.0578831891756437,-0.209556189877219,-0.0754155146647971,-0.246840769252652,-0.0662311982467595,0.123700533868011,-0.0672979587261138,0.126764443906537,0.0426833622922163,0.10490750437472,-0.0421687566809263,0.289873650282776,-0.115952238927109
